# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 FPKM in experiment E-ENAD-34
# Selected columns: 11 (all)
# Timestamp: Wed, 16-Jul-2025 14:08:40
Gene ID	Gene Name	CD14-positive, CD16-negative classical monocyte, non smoker	CD14-positive, CD16-negative classical monocyte, not available	CD14-positive, CD16-negative classical monocyte, past smoker	CD4-positive, alpha-beta T cell, non smoker	CD4-positive, alpha-beta T cell, not available	CD4-positive, alpha-beta T cell, past smoker	CD4-positive, alpha-beta T cell, smoker	mature neutrophil, non smoker	mature neutrophil, not available	mature neutrophil, past smoker	mature neutrophil, smoker
ENSG00000161981	SNRNP25	3.0	3.0	2.0	2.0	2.0	2.0	2.0	0.5	0.5	0.5	0.4
ENSG00000161996	WDR90	0.5	0.5	0.5	0.7	0.7	0.7	1.0				
ENSG00000161999	JMJD8	3.0	3.0	3.0	4.0	4.0	4.0	4.0	0.6	0.5	0.5	1.0
ENSG00000162004	CCDC78	0.5	0.5	0.5	0.9	0.9	0.8	0.9				
ENSG00000162032	SPSB3	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.4
ENSG00000162039	MEIOB				0.2	0.2	0.2	0.3				
ENSG00000162062	TEDC2			0.1	0.1	0.1		0.1				
ENSG00000162063	CCNF	0.2	0.3	0.2	0.5	0.5	0.5	0.5				
ENSG00000162065	TBC1D24	0.8	0.9	0.8	0.6	0.6	0.6	0.5				
ENSG00000162066	AMDHD2	2.0	2.0	2.0	3.0	4.0	3.0	2.0	1.0	1.0	1.0	3.0
ENSG00000162068	NTN3	0.1	0.1	0.1		0.1						
ENSG00000162069	BICDL2								0.4	0.4	0.4	0.4
ENSG00000162073	PAQR4	2.0	2.0	2.0					0.1	0.1	0.1	0.1
ENSG00000162076	FLYWCH2	3.0	4.0	3.0	7.0	7.0	7.0	4.0	0.4	0.3	0.3	0.4
ENSG00000162078	ZG16B	0.9	1.0	1.0		0.1						
ENSG00000162086	ZNF75A	2.0	2.0	2.0	7.0	8.0	7.0	7.0	0.6	0.6	0.6	0.6
ENSG00000162104	ADCY9	4.0	4.0	4.0	1.0	1.0	1.0	1.0				
ENSG00000162129	CLPB	7.0	7.0	7.0	2.0	2.0	2.0	2.0	0.1	0.1	0.1	0.1
ENSG00000162139	NEU3	8.0	8.0	8.0	6.0	6.0	5.0	5.0	0.9	0.8	0.9	0.7
ENSG00000162144	CYB561A3	8.0	9.0	8.0	3.0	3.0	3.0	2.0	0.9	0.9	0.8	0.9
ENSG00000162148	PPP1R32	1.0	1.0	1.0	1.0	1.0	1.0	2.0	0.7	0.6	0.6	0.8
ENSG00000162174	ASRGL1	3.0	3.0	3.0	0.2	0.2	0.2	0.3	0.2	0.2	0.2	0.1
ENSG00000162188	GNG3	0.4	0.4	0.3	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
ENSG00000162191	UBXN1	28.0	28.0	28.0	44.0	42.0	43.0	46.0	14.0	14.0	14.0	17.0
ENSG00000162194	LBHD1	1.0	1.0	1.0	3.0	3.0	3.0	3.0	0.1	0.1	0.1	0.1
ENSG00000162222	TTC9C	4.0	5.0	4.0	6.0	6.0	6.0	5.0	3.0	3.0	3.0	2.0
ENSG00000162227	TAF6L	3.0	3.0	3.0	3.0	3.0	3.0	3.0	0.1	0.1	0.1	0.2
ENSG00000162231	NXF1	29.0	28.0	28.0	19.0	17.0	18.0	30.0	13.0	12.0	13.0	13.0
ENSG00000162236	STX5	26.0	25.0	25.0	16.0	16.0	16.0	12.0	18.0	18.0	18.0	20.0
ENSG00000162241	SLC25A45	1.0	1.0	1.0	7.0	7.0	7.0	11.0	1.0	1.0	1.0	1.0
ENSG00000162244	RPL29	107.0	108.0	107.0	364.0	373.0	405.0	239.0	5.0	5.0	5.0	7.0
ENSG00000162267	ITIH3	0.3	0.3	0.2	0.3	0.3	0.3	0.5				
ENSG00000162298	SYVN1	4.0	4.0	4.0	5.0	4.0	5.0	8.0	4.0	4.0	5.0	6.0
ENSG00000162300	ZFPL1	0.7	0.6	0.7	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0
ENSG00000162302	RPS6KA4	24.0	26.0	24.0	5.0	5.0	5.0	5.0	0.8	0.8	0.7	1.0
ENSG00000162337	LRP5	0.1	0.1	0.1	0.5	0.5	0.4	0.5				
ENSG00000162341	TPCN2	6.0	6.0	6.0	2.0	2.0	2.0	2.0	4.0	4.0	4.0	4.0
ENSG00000162366	PDZK1IP1	0.1		0.1								
ENSG00000162367	TAL1	0.1	0.2	0.1	0.1	0.1	0.1					
ENSG00000162368	CMPK1	40.0	40.0	41.0	70.0	70.0	72.0	73.0	3.0	3.0	3.0	4.0
ENSG00000162373	BEND5				2.0	2.0	2.0	3.0				
ENSG00000162377	COA7	4.0	4.0	4.0	2.0	2.0	2.0	2.0				0.1
ENSG00000162378	ZYG11B	15.0	15.0	15.0	14.0	15.0	14.0	11.0	16.0	17.0	15.0	15.0
ENSG00000162384	CZIB	5.0	5.0	5.0	8.0	8.0	8.0	8.0	2.0	2.0	2.0	2.0
ENSG00000162385	MAGOH	10.0	9.0	10.0	15.0	15.0	15.0	16.0	8.0	8.0	8.0	9.0
ENSG00000162390	ACOT11	0.5	0.5	0.4	0.1	0.1	0.1	0.1				
ENSG00000162391	FAM151A	0.1	0.1	0.1								
ENSG00000162396	PARS2	0.7	0.9	0.6	0.5	0.7	0.5	0.3	0.1	0.1	0.1	0.2
ENSG00000162398	LEXM				0.1	0.1	0.1	0.1				
ENSG00000162402	USP24	25.0	24.0	24.0	27.0	27.0	26.0	30.0	8.0	8.0	8.0	6.0
ENSG00000162407	PLPP3	0.1	0.1	0.1					0.1	0.1	0.1	0.1
ENSG00000162408	NOL9	6.0	6.0	6.0	19.0	18.0	19.0	19.0	0.2	0.2	0.2	0.2
ENSG00000162413	KLHL21	7.0	7.0	7.0	8.0	9.0	9.0	9.0	17.0	18.0	16.0	20.0
ENSG00000162415	ZSWIM5	0.1	0.1	0.1	2.0	2.0	2.0	3.0	0.1	0.1	0.1	0.1
ENSG00000162419	GMEB1	5.0	5.0	5.0	5.0	5.0	5.0	4.0	3.0	3.0	3.0	3.0
ENSG00000162426	SLC45A1				0.3	0.3	0.3	0.3				
ENSG00000162430	SELENON	5.0	5.0	5.0	5.0	5.0	5.0	8.0	0.4	0.4	0.4	0.5
ENSG00000162433	AK4	0.6	0.6	0.6							0.1	0.1
ENSG00000162434	JAK1	73.0	71.0	74.0	126.0	124.0	127.0	129.0	164.0	166.0	162.0	167.0
ENSG00000162437	RAVER2	3.0	3.0	2.0	5.0	5.0	5.0	4.0	3.0	3.0	4.0	3.0
ENSG00000162438	CTRC	0.2	0.2	0.2	0.1	0.1	0.1	0.1	0.2	0.2	0.2	0.4
ENSG00000162441	LZIC	11.0	12.0	12.0	13.0	13.0	13.0	9.0	6.0	6.0	5.0	5.0
ENSG00000162444	RBP7	44.0	46.0	46.0					27.0	31.0	26.0	24.0
ENSG00000162458	FBLIM1								0.1			0.1
ENSG00000162461	SLC25A34	0.5	0.6	0.5	0.5	0.7	0.5	1.0	0.3	0.3	0.3	0.3
ENSG00000162482	AKR7A3	0.3	0.3	0.3	0.6	0.7	0.6	1.0				
ENSG00000162490	DRAXIN	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000162496	DHRS3	0.4	0.4	0.5	23.0	22.0	23.0	22.0				
ENSG00000162510	MATN1				0.3	0.2	0.3	0.3				0.1
ENSG00000162511	LAPTM5	473.0	453.0	487.0	197.0	201.0	202.0	236.0	447.0	476.0	459.0	467.0
ENSG00000162512	SDC3	0.9	0.9	0.9								
ENSG00000162517	PEF1	15.0	14.0	15.0	13.0	13.0	14.0	11.0	12.0	11.0	12.0	16.0
ENSG00000162520	SYNC							0.1				
ENSG00000162521	RBBP4	16.0	16.0	16.0	16.0	16.0	16.0	14.0	3.0	3.0	3.0	3.0
ENSG00000162522	KIAA1522	0.8	0.8	0.8	0.3	0.3	0.3	0.6				
ENSG00000162526	TSSK3	0.1	0.1	0.1	0.4	0.4	0.4	0.8	0.1	0.1	0.1	0.1
ENSG00000162542	TMCO4	4.0	4.0	4.0	7.0	6.0	7.0	6.0				
ENSG00000162543	UBXN10	0.4	0.4	0.4	0.2	0.1	0.1	0.2	0.1	0.1	0.1	
ENSG00000162545	CAMK2N1				0.1	0.1	0.1	0.5				
ENSG00000162551	ALPL								108.0	106.0	120.0	182.0
ENSG00000162552	WNT4	1.0	1.0	1.0	1.0	1.0	1.0	0.6	2.0	1.0	2.0	1.0
ENSG00000162571	TTLL10				0.1	0.1		0.2				
ENSG00000162572	SCNN1D	0.5	0.5	0.5	2.0	2.0	2.0	3.0				0.1
ENSG00000162576	MXRA8	0.8	0.8	0.7	1.0	1.0	1.0	2.0				
ENSG00000162585	FAAP20	0.6	0.6	0.6	1.0	1.0	1.0	2.0	0.4	0.4	0.4	0.7
ENSG00000162591	MEGF6	0.9	1.0	0.9	12.0	12.0	11.0	12.0	4.0	4.0	4.0	10.0
ENSG00000162594	IL23R					0.1						
ENSG00000162595	DIRAS3											0.1
ENSG00000162599	NFIA	1.0	2.0	1.0	0.7	0.8	0.7	0.6	0.1	0.1	0.1	
ENSG00000162600	OMA1	8.0	9.0	9.0	18.0	20.0	19.0	10.0	6.0	6.0	6.0	5.0
ENSG00000162601	MYSM1	12.0	12.0	13.0	15.0	15.0	14.0	19.0	12.0	11.0	12.0	9.0
ENSG00000162604	TM2D1	7.0	7.0	7.0	8.0	8.0	8.0	9.0	3.0	3.0	3.0	3.0
ENSG00000162607	USP1	19.0	19.0	19.0	25.0	26.0	25.0	23.0	14.0	14.0	13.0	13.0
ENSG00000162613	FUBP1	30.0	31.0	30.0	67.0	66.0	66.0	73.0	9.0	8.0	9.0	8.0
ENSG00000162614	NEXN	2.0	2.0	2.0	1.0	1.0	2.0	0.6	0.3	0.3	0.3	0.2
ENSG00000162616	DNAJB4	2.0	2.0	2.0	2.0	2.0	2.0	1.0	0.3	0.3	0.3	0.3
ENSG00000162620	LRRIQ3				0.2	0.3	0.3					
ENSG00000162623	TYW3	5.0	5.0	5.0	8.0	8.0	8.0	8.0				
ENSG00000162627	SNX7	0.1		0.1								
ENSG00000162630	B3GALT2	3.0	3.0	3.0	1.0	1.0	1.0	0.4	3.0	3.0	4.0	1.0
ENSG00000162636	FAM102B	13.0	12.0	13.0	3.0	4.0	3.0	3.0	1.0	1.0	1.0	1.0
ENSG00000162639	HENMT1	6.0	6.0	6.0	6.0	6.0	6.0	5.0	4.0	4.0	4.0	4.0
ENSG00000162641	AKNAD1								0.1	0.1	0.1	
ENSG00000162642	C1orf52	8.0	8.0	8.0	11.0	11.0	11.0	13.0	8.0	8.0	8.0	8.0
ENSG00000162643	DNAI3				0.1	0.1	0.2	0.2				
ENSG00000162645	GBP2	43.0	43.0	43.0	42.0	39.0	45.0	45.0	153.0	161.0	156.0	151.0
ENSG00000162650	ATXN7L2	2.0	2.0	1.0	2.0	2.0	2.0	2.0	0.8	0.7	0.7	0.8
ENSG00000162654	GBP4	15.0	14.0	16.0	21.0	21.0	23.0	22.0	10.0	11.0	11.0	8.0
ENSG00000162664	ZNF326	6.0	5.0	6.0	8.0	8.0	8.0	10.0	1.0	1.0	1.0	1.0
ENSG00000162676	GFI1	0.4	0.4	0.3	3.0	4.0	3.0	4.0	0.2	0.2	0.2	0.2
ENSG00000162685	LSP1P3	0.5	0.4	0.4				0.1	0.5	0.5	0.4	
ENSG00000162688	AGL	4.0	4.0	4.0	9.0	9.0	9.0	8.0	2.0	2.0	2.0	1.0
ENSG00000162694	EXTL2	0.8	0.7	0.8	1.0	1.0	1.0	1.0				
ENSG00000162695	SLC30A7	16.0	16.0	16.0	11.0	12.0	11.0	9.0	4.0	4.0	4.0	4.0
ENSG00000162702	ZNF281	23.0	24.0	24.0	14.0	15.0	14.0	14.0	52.0	53.0	53.0	55.0
ENSG00000162704	ARPC5	40.0	40.0	41.0	15.0	15.0	15.0	13.0	66.0	71.0	65.0	64.0
ENSG00000162711	NLRP3	49.0	47.0	49.0	0.4	0.5	0.4	0.1	7.0	9.0	7.0	8.0
ENSG00000162714	ZNF496	2.0	2.0	2.0	3.0	3.0	2.0	2.0	0.2	0.2	0.2	0.3
ENSG00000162722	TRIM58	0.5	0.4	0.6	0.1	0.1	0.1					
ENSG00000162723	SLAMF9	0.1	0.1	0.1								
ENSG00000162728	KCNJ9	0.1	0.1	0.1	0.4	0.4	0.4	0.4				
ENSG00000162729	IGSF8	4.0	4.0	3.0	15.0	17.0	15.0	15.0	0.2	0.2	0.1	0.2
ENSG00000162733	DDR2				0.1	0.1	0.1	0.2				
ENSG00000162734	PEA15	32.0	32.0	33.0	5.0	5.0	5.0	6.0	1.0	1.0	1.0	1.0
ENSG00000162735	PEX19	7.0	7.0	7.0	11.0	11.0	12.0	11.0	4.0	4.0	4.0	4.0
ENSG00000162736	NCSTN	26.0	24.0	26.0	8.0	8.0	8.0	13.0	21.0	20.0	22.0	19.0
ENSG00000162739	SLAMF6	0.7	0.9	0.7	29.0	29.0	28.0	27.0	1.0	1.0	1.0	0.7
ENSG00000162745	OLFML2B	0.6	0.6	0.6	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000162746	FCRLB	0.2	0.1	0.2	0.2	0.2	0.2	0.1	0.2	0.2	0.2	0.2
ENSG00000162747	FCGR3B	0.1	0.1	0.1					1590.0	1818.0	1556.0	1325.0
ENSG00000162755	KLHDC9	0.2	0.2	0.2	0.4	0.4	0.5	0.2	0.1	0.1	0.1	
ENSG00000162757	C1orf74	0.7	0.7	0.7	0.9	1.0	0.9	1.0	0.7	0.6	0.7	0.8
ENSG00000162769	FLVCR1	3.0	3.0	3.0	3.0	3.0	2.0	2.0	5.0	4.0	4.0	3.0
ENSG00000162772	ATF3	13.0	13.0	12.0			0.1		0.1	0.1	0.1	0.1
ENSG00000162775	RBM15	14.0	14.0	14.0	17.0	17.0	17.0	13.0	12.0	11.0	12.0	14.0
ENSG00000162777	DENND2D	5.0	6.0	5.0	46.0	50.0	47.0	41.0	3.0	3.0	3.0	4.0
ENSG00000162779	AXDND1	0.2	0.2	0.2	0.1	0.1	0.1		0.1	0.1	0.1	0.1
ENSG00000162783	IER5	34.0	34.0	36.0	2.0	2.0	2.0	2.0	8.0	8.0	7.0	9.0
ENSG00000162804	SNED1	0.6	0.6	0.6	4.0	4.0	4.0	4.0	0.1	0.1	0.1	0.1
ENSG00000162813	BPNT1	4.0	4.0	4.0	5.0	5.0	5.0	4.0	0.2	0.2	0.2	0.2
ENSG00000162817	C1orf115	1.0	1.0	1.0	1.0	1.0	1.0	0.7				
ENSG00000162819	BROX	29.0	28.0	30.0	16.0	15.0	15.0	16.0	34.0	34.0	33.0	32.0
ENSG00000162825	NBPF20	0.2	0.2	0.2	0.2	0.3	0.2	0.2				
ENSG00000162836	ACP6	0.3	0.3	0.3	2.0	2.0	2.0	3.0	0.8	0.7	0.8	0.7
ENSG00000162840	MT2P1	1.0	1.0	1.0				0.5	0.2	0.2	0.2	
ENSG00000162843	WDR64				0.1	0.1	0.1	0.1				
ENSG00000162849	KIF26B	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
ENSG00000162851	TFB2M	5.0	6.0	5.0	8.0	8.0	8.0	7.0	1.0	1.0	0.9	0.8
ENSG00000162852	CNST	7.0	7.0	8.0	36.0	37.0	36.0	35.0	4.0	4.0	4.0	3.0
ENSG00000162869	PPP1R21	12.0	13.0	12.0	12.0	12.0	12.0	13.0	18.0	17.0	18.0	13.0
ENSG00000162877	PM20D1	0.1	0.1	0.1	0.5	0.5	0.5	0.2				
ENSG00000162881	OXER1	3.0	3.0	3.0	0.3	0.3	0.3	0.2	4.0	4.0	4.0	6.0
ENSG00000162882	HAAO	4.0	4.0	4.0	0.3	0.3	0.3	0.3	0.5	0.6	0.5	0.5
ENSG00000162885	B3GALNT2	2.0	2.0	2.0	1.0	1.0	1.0	1.0	0.3	0.3	0.3	0.2
ENSG00000162888	C1orf147	1.0	2.0	1.0	3.0	3.0	3.0	2.0	0.1	0.1	0.1	0.1
ENSG00000162889	MAPKAPK2	21.0	20.0	21.0	13.0	13.0	13.0	16.0	34.0	34.0	34.0	43.0
ENSG00000162891	IL20				0.2	0.2	0.2	0.1				
ENSG00000162892	IL24	0.4	0.5	0.4	39.0	39.0	37.0	52.0	0.5	0.7	0.5	0.2
ENSG00000162894	FCMR	0.7	0.8	0.7	113.0	110.0	112.0	153.0	2.0	3.0	2.0	1.0
ENSG00000162909	CAPN2	52.0	49.0	52.0	24.0	24.0	24.0	28.0	0.6	0.6	0.7	0.4
ENSG00000162910	MRPL55	6.0	7.0	6.0	13.0	13.0	13.0	13.0	3.0	3.0	3.0	4.0
ENSG00000162913	OBSCN-AS1	0.1	0.1		2.0	2.0	2.0	2.0				
ENSG00000162923	WDR26	28.0	27.0	28.0	17.0	17.0	17.0	22.0	58.0	54.0	61.0	47.0
ENSG00000162924	REL	16.0	15.0	15.0	3.0	3.0	3.0	2.0	7.0	6.0	7.0	5.0
ENSG00000162927	PUS10	4.0	4.0	4.0	2.0	2.0	2.0	1.0	3.0	3.0	3.0	2.0
ENSG00000162928	PEX13	6.0	6.0	6.0	6.0	7.0	7.0	6.0	2.0	2.0	2.0	2.0
ENSG00000162929	KIAA1841	1.0	1.0	1.0	0.3	0.4	0.3	0.4	0.9	0.8	0.8	0.6
ENSG00000162931	TRIM17	0.4	0.5	0.4	1.0	1.0	1.0	1.0	0.3	0.3	0.3	0.3
ENSG00000162944	RFTN2	0.2	0.2	0.2	0.4	0.4	0.4	0.3	0.5	0.5	0.4	0.2
ENSG00000162946	DISC1	5.0	5.0	5.0	3.0	3.0	2.0	2.0	3.0	3.0	3.0	2.0
ENSG00000162949	CAPN13								0.1	0.1	0.1	0.1
ENSG00000162959	MEMO1	3.0	3.0	3.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0
ENSG00000162961	DPY30	5.0	5.0	5.0	6.0	6.0	6.0	5.0	3.0	3.0	3.0	2.0
ENSG00000162971	TYW5	3.0	3.0	3.0	5.0	5.0	5.0	6.0	0.7	0.7	0.7	0.7
ENSG00000162972	MAIP1	6.0	6.0	6.0	11.0	10.0	11.0	9.0	0.9	0.8	0.8	0.9
ENSG00000162976	SLC66A3	31.0	32.0	33.0	9.0	10.0	9.0	10.0	1.0	1.0	1.0	1.0
ENSG00000162980	ARL5A	15.0	15.0	15.0	10.0	10.0	10.0	8.0	2.0	2.0	2.0	2.0
ENSG00000162994	CLHC1	0.7	0.7	0.8	2.0	2.0	1.0	3.0	0.4	0.4	0.4	0.8
ENSG00000162997	PRORSD1P	1.0	1.0	1.0	2.0	2.0	2.0	3.0	0.9	1.0	0.8	0.9
ENSG00000162999	DUSP19	0.2	0.2	0.2	0.5	0.7	0.6	0.2				
ENSG00000163001	CFAP36	2.0	2.0	2.0	13.0	12.0	13.0	15.0	2.0	1.0	2.0	1.0
ENSG00000163002	NUP35	2.0	2.0	1.0	5.0	5.0	4.0	3.0	0.2	0.2	0.2	0.1
ENSG00000163006	CCDC138	0.6	0.7	0.6	2.0	2.0	2.0	2.0	0.2	0.2	0.2	0.2
ENSG00000163012	ZSWIM2	0.1	0.1	0.1								
ENSG00000163013	FBXO41	3.0	3.0	2.0	3.0	3.0	3.0	5.0	0.1	0.1	0.1	0.1
ENSG00000163016	ALMS1P1				0.5	0.5	0.5	0.4				
ENSG00000163026	WDCP	1.0	1.0	1.0	3.0	4.0	3.0	3.0				
ENSG00000163029	SMC6	5.0	5.0	5.0	5.0	5.0	5.0	5.0	2.0	2.0	2.0	1.0
ENSG00000163032	VSNL1				0.1	0.1						
ENSG00000163041	H3-3A	63.0	60.0	64.0	32.0	35.0	34.0	23.0	189.0	195.0	185.0	286.0
ENSG00000163050	COQ8A	10.0	9.0	10.0	10.0	10.0	10.0	10.0	8.0	7.0	7.0	8.0
ENSG00000163053	SLC16A14				0.2	0.2	0.2	0.3				
ENSG00000163069	SGCB	0.6	0.7	0.6	1.0	1.0	1.0	1.0				
ENSG00000163072	NOSTRIN	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
ENSG00000163082	SGPP2	0.5	0.5	0.4	3.0	2.0	3.0	4.0				
ENSG00000163083	INHBB								0.6	0.6	0.5	0.6
ENSG00000163093	BBS5				0.4	0.4	0.4	0.6				
ENSG00000163104	SMARCAD1	9.0	10.0	9.0	14.0	15.0	14.0	13.0	0.1			
ENSG00000163106	HPGDS				0.2	0.3	0.2	0.4				
ENSG00000163110	PDLIM5	10.0	10.0	10.0	3.0	3.0	3.0	3.0	5.0	5.0	5.0	5.0
ENSG00000163116	STPG2	0.1		0.1	0.1	0.1	0.1		0.1	0.1	0.1	0.1
ENSG00000163125	RPRD2	5.0	5.0	5.0	10.0	10.0	10.0	13.0	2.0	2.0	2.0	2.0
ENSG00000163126	ANKRD23	0.2	0.1	0.1	0.9	0.8	0.9	1.0	0.2	0.2	0.2	0.2
ENSG00000163131	CTSS	1362.0	1415.0	1398.0	32.0	32.0	34.0	27.0	737.0	736.0	712.0	755.0
ENSG00000163138	PACRGL	3.0	3.0	3.0	3.0	3.0	3.0	3.0	0.3	0.2	0.2	0.3
ENSG00000163141	BNIPL	0.2	0.2	0.2	0.5	0.6	0.5	0.9	0.9	0.9	0.9	0.9
ENSG00000163145	C1QTNF7	0.7	0.8	0.8	0.1	0.1	0.1	0.1	3.0	3.0	3.0	1.0
ENSG00000163154	TNFAIP8L2	40.0	43.0	40.0	9.0	9.0	9.0	8.0	31.0	35.0	29.0	22.0
ENSG00000163155	LYSMD1	0.9	0.9	0.9	1.0	1.0	1.0	1.0	3.0	3.0	3.0	2.0
ENSG00000163156	SCNM1	10.0	10.0	10.0	7.0	7.0	7.0	7.0	9.0	10.0	9.0	8.0
ENSG00000163159	VPS72	4.0	5.0	4.0	6.0	6.0	6.0	5.0	2.0	2.0	2.0	2.0
ENSG00000163161	ERCC3	6.0	6.0	6.0	10.0	10.0	10.0	11.0	2.0	2.0	2.0	2.0
ENSG00000163162	RNF149	86.0	75.0	85.0	32.0	31.0	32.0	34.0	373.0	353.0	383.0	389.0
ENSG00000163166	IWS1	13.0	14.0	13.0	16.0	16.0	15.0	17.0	12.0	12.0	12.0	13.0
ENSG00000163170	BOLA3	0.4	0.4	0.4	2.0	2.0	2.0	1.0	0.1			0.1
ENSG00000163171	CDC42EP3	27.0	26.0	24.0	2.0	2.0	2.0	2.0	33.0	34.0	33.0	28.0
ENSG00000163191	S100A11	181.0	179.0	188.0	9.0	8.0	10.0	9.0	447.0	459.0	459.0	467.0
ENSG00000163214	DHX57	11.0	11.0	12.0	4.0	4.0	4.0	4.0				
ENSG00000163217	BMP10								0.2	0.1	0.2	0.1
ENSG00000163218	PGLYRP4								0.1	0.1	0.1	0.1
ENSG00000163219	ARHGAP25	21.0	21.0	20.0	27.0	27.0	26.0	23.0	135.0	144.0	134.0	115.0
ENSG00000163220	S100A9	7008.0	8026.0	7439.0	0.6	0.6	0.7	0.5	10581.0	11953.0	10599.0	13703.0
ENSG00000163221	S100A12	409.0	431.0	459.0					332.0	361.0	346.0	518.0
ENSG00000163235	TGFA	2.0	1.0	2.0	0.7	0.6	0.7	0.5	18.0	18.0	18.0	18.0
ENSG00000163249	CCNYL1	5.0	5.0	5.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0	2.0
ENSG00000163251	FZD5	0.8	0.8	0.7	0.1	0.1			0.2	0.2	0.2	0.2
ENSG00000163257	DCAF16	9.0	9.0	9.0	27.0	26.0	27.0	28.0	3.0	3.0	3.0	3.0
ENSG00000163263	C1orf189	0.4	0.4	0.4	0.6	0.6	0.7	0.5	1.0	1.0	1.0	2.0
ENSG00000163281	GNPDA2	3.0	2.0	3.0	6.0	6.0	7.0	5.0	0.1	0.1	0.1	0.1
ENSG00000163291	PAQR3	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.7	0.6	0.6	0.4
ENSG00000163293	NIPAL1	0.1	0.1	0.1	0.2	0.2	0.2		0.2	0.1	0.2	0.2
ENSG00000163297	ANTXR2	19.0	18.0	19.0	7.0	7.0	7.0	7.0	34.0	32.0	31.0	28.0
ENSG00000163312	HELQ	7.0	8.0	7.0	16.0	17.0	16.0	14.0	3.0	3.0	3.0	3.0
ENSG00000163319	MRPS18C	1.0	1.0	1.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0
ENSG00000163320	CGGBP1	30.0	31.0	31.0	44.0	44.0	44.0	50.0	17.0	18.0	17.0	17.0
ENSG00000163322	ABRAXAS1	2.0	2.0	2.0	6.0	6.0	6.0	6.0	0.7	0.7	0.7	0.7
ENSG00000163328	GPR155	7.0	7.0	8.0	11.0	11.0	11.0	11.0	18.0	17.0	18.0	13.0
ENSG00000163344	PMVK	5.0	5.0	5.0	5.0	6.0	5.0	5.0	0.1	0.1	0.1	0.2
ENSG00000163346	PBXIP1	16.0	17.0	17.0	146.0	144.0	146.0	124.0	92.0	83.0	82.0	130.0
ENSG00000163348	PYGO2	5.0	6.0	5.0	14.0	14.0	14.0	12.0	4.0	3.0	3.0	4.0
ENSG00000163349	HIPK1	38.0	37.0	37.0	31.0	31.0	30.0	29.0	51.0	48.0	52.0	51.0
ENSG00000163352	LENEP	0.1	0.1	0.1	0.2	0.3	0.3	0.1	0.2	0.2	0.2	0.3
ENSG00000163354	DCST2	0.4	0.4	0.4	0.4	0.4	0.4	0.7	1.0	1.0	1.0	2.0
ENSG00000163357	DCST1	0.2	0.1	0.1	0.2	0.2	0.2	0.4	0.3	0.3	0.4	0.4
ENSG00000163359	COL6A3				0.4	0.4	0.4	0.4				
ENSG00000163374	YY1AP1	13.0	13.0	13.0	16.0	16.0	16.0	15.0	17.0	17.0	17.0	18.0
ENSG00000163376	KBTBD8	3.0	3.0	3.0	2.0	2.0	2.0	2.0	0.2	0.2	0.2	0.3
ENSG00000163378	EOGT	3.0	3.0	3.0	4.0	3.0	3.0	4.0	0.7	0.6	0.7	0.5
ENSG00000163380	LMOD3	0.2	0.2	0.2	0.3	0.4	0.3	0.2	0.1	0.1	0.1	0.1
ENSG00000163382	NAXE	7.0	7.0	7.0	11.0	11.0	12.0	10.0	0.1	0.1	0.1	0.1
ENSG00000163389	POGLUT1	5.0	5.0	5.0	6.0	6.0	6.0	8.0	0.1	0.1	0.1	0.2
ENSG00000163393	SLC22A15	18.0	17.0	18.0		0.1		0.1	20.0	19.0	19.0	17.0
ENSG00000163399	ATP1A1	27.0	25.0	26.0	49.0	47.0	51.0	55.0	3.0	3.0	3.0	3.0
ENSG00000163406	SLC15A2	4.0	5.0	4.0	0.8	0.9	0.7	0.8	0.9	0.8	0.8	0.5
ENSG00000163412	EIF4E3	15.0	15.0	15.0	7.0	7.0	7.0	7.0	28.0	28.0	31.0	19.0
ENSG00000163421	PROK2	9.0	9.0	9.0				0.5	219.0	230.0	225.0	283.0
ENSG00000163428	LRRC58	14.0	14.0	14.0	14.0	14.0	14.0	15.0	1.0	1.0	1.0	0.8
ENSG00000163435	ELF3	0.7	0.6	0.6	0.1	0.1	0.1	0.3	0.3	0.3	0.3	0.5
ENSG00000163444	TMEM183A	14.0	14.0	14.0	20.0	20.0	21.0	18.0	9.0	9.0	9.0	10.0
ENSG00000163449	TMEM169	0.2	0.2	0.2	1.0	1.0	1.0	1.0	0.4	0.4	0.3	0.1
ENSG00000163453	IGFBP7	7.0	8.0	8.0	0.6	0.6	0.6	0.7	0.6	0.6	0.5	0.8
ENSG00000163462	TRIM46	0.1	0.1	0.1	0.6	0.6	0.6	1.0				
